taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Lepidagathis trinervis,,,erect leafy,,,0.30 m,0.30 m,"glabrous, pubescent",,,,sessile,,"linear, lanceolate",acute,,entire,0.3 cm,0.5 cm,2 cm,4.5 cm,,,,,,,,,,pink,,,,,,,0.7 cm,0.8 cm,spot,0.5 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001281259
Lepidium apetalum,annual,,,,,0.30 m,0.30 m,"glabrous, hairy",,,"simple, lobed","pinnatisect, pinnatipartite, lobed",,linear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.07 cm,0.07 cm,,,,,,,,,,,,,"red, brown",,,,,,1 mm,1 mm,,,anemochory,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358532
Lepidium aucheri,annual,,,,,0.30 m,0.30 m,"glabrous, hairy",,,,pinnatipartite,,oblong,obtuse,,"entire, dentate",0.5 cm,1.0 cm,4 cm,7 cm,,,,,,,,,,white,,,,0.06 cm,0.06 cm,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,brown,,,,,,1 mm,1 mm,,,anemochory,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358559
Lepidium capitatum,annual,,,,,0.20 m,0.25 m,"glandular, hairy",,,,"sessile, pinnatipartite",,oblong,acute,,,1 cm,2 cm,3 cm,6 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,4.0,,,0.1 cm,0.1 cm,,,,,,,,,,,,,brown,,,,,,1.5 mm,1.5 mm,,,anemochory,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001218338
Lepidium cartilagineum,perennial,,erect leafy,,,0.30 m,0.30 m,"glabrous, hairy",,,,sessile,rosulate,"ovate, elliptic, lanceolate","obtuse, acute",auriculate,entire,1 cm,2.5 cm,3 cm,7 cm,,,,,,,,,,white,,,,0.1 cm,0.1 cm,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,reddish-brown,,,,,,1 mm,1 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358286
Lepidium didymum,annual,,,,,0.15 m,0.30 m,"glabrous, hairy",,,,"sessile, pinnatisect, pinnatipartite",rosulate,,,,,,,5 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reddish-brown,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358253
Lepidium draba,perennial,,,,,0.20 m,0.80 m,hairy,,,,"amplexicaul, sessile",,"ovate, obovate, oblong",,,entire,1 cm,4 cm,3 cm,10 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,2 mm,2 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000361312
Lepidium latifolium,perennial,,,,,0.30 m,1.20 m,"glabrous, hairy, pubescent",,flexhy,,,,"ovate, elliptic, lanceolate","obtuse, acute",,"serrate, entire",,,,,,,,,,,,,,"white, pinkish",,,,0.15 cm,0.15 cm,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,brown,,,,,,1 mm,1 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358409
Lepidium perfoliatum,annual,,,,,0.15 m,0.30 m,"glabrous, hairy",,,,"asymmetric, amplexicaul, sessile",,ovate,acute,,entire,1.5 cm,2.5 cm,5 cm,10 cm,,,,,,,,,,yellow,,,,0.05 cm,0.05 cm,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,"brown, reddish",,,,,,2 mm,2 mm,,,anemochory,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358744
Lepidium pinnatifidum,annual,,,,,0.50 m,0.50 m,"glabrous, hairy",,,,pinnatipartite,rosulate,"spatulate, elliptic, oblanceolate",,,dentate,,,3 cm,5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358748
Lepidium ruderale,annual,,,,,0.30 m,0.30 m,"glabrous, hairy",,,"simple, lobed","pinnatisect, pinnatipartite, lobed",,linear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.07 cm,0.07 cm,,,,,,,,,,,,,"red, brown",,,,,,1 mm,1 mm,,,anemochory,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358755
Lepidium sativum,annual,,,,,0.30 m,0.60 m,"glabrous, pubescent",,,pinnate,"sessile, pinnatisect, pinnate, pinnatipartite",,linear,,,,2.5 cm,3.5 cm,4 cm,10 cm,,,,,,,,,,"white, pinkish",,,,0.1 cm,0.1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,1 mm,1 mm,3 mm,3 mm,,,anemochory,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358699
Lepidium virginicum,annual,,,,,0.30 m,0.50 m,"hairy, ciliate",,,"simple, lobed",lobed,,"orbicular, rounded",,rounded,ciliate,,,8 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000360833
Leptadenia pyrotechnica,,,shrub,,,0.6 m,2.5 m,glabrous,,,,,,"linear, lanceolate",acute,,,0.25 cm,0.3 cm,0.25 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,0.3 cm,0.35 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 mm,8 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000361232
Leptaleum filifolium,annual,,,,,0.05 m,0.18 m,"glandular, hairy, glabrous",,,simple,sessile,,fukufirn,,,entire,0.1 cm,0.2 cm,1 cm,8 cm,,,,,,,,,,"pinkish, white",,,,0.1 cm,0.15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,1 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000360842
Leptochloa panicea,annual,,"tussock, erect leafy/tussock",,,,,pubescent,,,,flat,,linear,attenuate,attenuate,flat,0.7 cm,0.7 cm,25 cm,25 cm,,,,,,,,,,purplish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000877900
Leptodermis lanceolata,,,shrub,,,,,"hispid, pubescent, scabrous, glabrous",,,,,,"lanceolate, elliptic",,,scabrous,0.7 cm,4 cm,1.5 cm,10 cm,,,,,,,,,,white,,,,,,,,,,0.7 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,black,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000226218
Leptodermis virgata,,,shrub,,,0.30 m,0.70 m,"glabrous, scabrous",,,,,,linear,"truncate, recurved",,recurved,0.25 cm,0.25 cm,0.6 cm,1.2 cm,whitish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000226265
Leptopus cordifolius,,,shrub,,,2.5 m,2.5 m,"pubescent, glabrous",,,,,,"orbicular, rounded, cordate, ovate, elliptic","truncate, emarginate, acute","truncate, cordate, rounded",,0.5 cm,4 cm,1 cm,8 cm,,,,,unisexual,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,2 mm,2 mm,3 mm,3 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000226317
Lepyrodiclis holosteoides,annual,,herb,,,0.40 m,0.40 m,"glandular, scabrous, glabrous",,,,sessile,,"spatulate, linear, oblanceolate, lanceolate",acute,,,,,1.5 cm,7.0 cm,,,panicle,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mm,2 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001291937
Lepyrodiclis stellarioides,annual,,,,,0.30 m,0.30 m,,,,,,,oblong,,,,,,,,,,panicle,,,,,,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001292065
Lepyrodiclis tenera,annual,,tussock,,,,,pubescent,,,,,,"ovate, oblong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001281172
Lespedeza elegans,,,,,,,,pubescent,,,trifoliolate,,,,,,,,,0.8 cm,2.0 cm,,,,,,,,,,,,,,,,,0.7 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000204762
Lespedeza floribunda,,,shrub,,,0.60 m,1.00 m,pubescent,,,trifoliolate,,,,,,,,,1.2 cm,2.6 cm,,,,,,,,,,,,,,,,,0.5 cm,0.55 cm,purple,1.0 cm,1.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000197885
Lespedeza tomentosa,,,,,,,,hirsute,,,trifoliolate,,,,,,,,,0.6 cm,3.6 cm,,,,,,,,,,,,,,,,,0.5 cm,0.6 cm,whitish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000185065
Leucaena leucocephala,perennial,,"shrub, tree/shrub, tree",,,,,,unarmed,,,,,,,,,,,,,,,,,,,,,,white,,free,,,,,0.2 cm,0.35 cm,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000164084
Leucanthemum vulgare,perennial,,scrambler,,,1 m,1 m,"hairy, glabrous, pubescent",,,,"pinnatipartite, sessile",,"obovate, oblong",obtuse,cuneate,"crenate, entire",,,1.5 cm,15 cm,,,,,,,,,,"yellow, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000036932
Leucas aspera,annual,,,,,,,,,,simple,,,"linear, lanceolate",,cuneate,crenate,,,,,,,,,,,,,,,,,,,,green,0.7 cm,0.9 cm,white,0.8 cm,1.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000226906
Leucas cephalotes,annual,,,,,,,hairy,,,simple,,,elliptic,,cuneate,crenate,2 cm,2 cm,8 cm,8 cm,,,,,,,,,,,,,,,,,1.2 cm,1.5 cm,,1.5 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000226930
Leucas hyssopifolia,perennial,,erect leafy,,,,,,,,,,,linear,,,entire,0.3 cm,0.3 cm,2.5 cm,4.0 cm,,,,,,,,,,,,,,,,,0.6 cm,0.6 cm,white,1.0 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000227014
Leucas nutans,annual,,,,,,,hairy,,,simple,"appressed, adpressed",,elliptic,,cuneate,crenate,1 cm,1 cm,4 cm,4 cm,,,,,,,,,,,,,,,,,1.0 cm,1.0 cm,white,1.0 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000227116
Leucas urticifolia,annual,,,,,,,hairy,,,,"appressed, adpressed",,ovate,acute,cuneate,crenate,,,,,green,,,,,,,,,,,,,,,whitish,0.9 cm,0.9 cm,white,0.7 cm,0.9 cm,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000227199
Leycesteria formosa,,,shrub,,,2 m,2 m,,,,,,,ovate,acuminate,,"entire, serrate",2.5 cm,8 cm,5 cm,15 cm,purplish,,,,,,,,,,,,,,,,,,"purple, white",0.15 cm,0.15 cm,,,,,,,,,,,,,,,,,terminal,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000358123
Leymus secalinus,perennial,,"scrambler, erect leafy/tussock, tussock",,,,,"scabrous, glabrous, pubescent",,,,flat,,,,,flat,0.2 cm,0.9 cm,9 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000878241
Ligustrum lucidum,perennial,,"tree, shrub",,,,,,,,,,,"orbicular, rounded, elliptic, oblong, ovate","acute, acuminate",rounded,,3 cm,7 cm,4 cm,17 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ovoid, obovoid","blue, purplish",,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000816294
Lilium polyphyllum,,,,,,,,hairy,,,,,"alternate, whorled",lanceolate,acute,,,0.5 cm,1.5 cm,5 cm,13 cm,,,,,,,,,,,pendulous,,,,,,,,,,,,,,,,,,,,,,1.3 cm,1.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000677416
Limnophyton obtusifolium,annual,,herb,,,0.60 m,0.90 m,pellucid,,,,,,"sagittate, ovate","acute, emarginate, obtuse",sagittate,,,,15 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 cm,0.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000683177
Limonium sinuatum,"annual, perennial",,"herb, erect leafy",,,,,hairy,,,,"pinnatipartite, pinnatisect",,oblong,,,sinuate,3 cm,3 cm,3 cm,10 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000444086
Limonium stocksii,perennial,,"shrub, erect leafy",,,,,glabrous,,,,,,oblong,"attenuate, obtuse",attenuate,,,,,,reddish,,,,,,,,,,,,"purple, rise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000444104
Lindelofia anchusoides,perennial,,herb,,,0.75 m,0.75 m,hairy,,,,,,lanceolate,,,,2 cm,9 cm,8 cm,30 cm,,,,,,,,,,,,,,,,,,,"pink, bluish, blue-purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001215775
Lindelofia stylosa,perennial,,herb,,,0.50 m,0.50 m,hairy,,,,,,,,,,2 cm,5 cm,13 cm,30 cm,,,,,,,,,,,,,,,,,0.5 cm,0.65 cm,purple,0.5 cm,0.65 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000361571
Linum corymbulosum,annual,,herb,,,0.10 m,0.50 m,,,,,,alternate,"lanceolate, linear",,,,0.4 cm,0.4 cm,1 cm,3 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,globose,,"reddish, brown",,,,,,1.5 mm,2 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000363560
Linum grandiflorum,annual,,herb,,,0.60 m,0.60 m,,,,,sessile,alternate,lanceolate,,,entire,,,1.5 cm,2.5 cm,,,,,,,,,,red,,free,,,,,,,,,,,,,,,,,,5.0,,,0.6 cm,0.8 cm,,,,,,,,,,,globose,,brown,,,,,,4 mm,4 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000363497
Linum perenne,perennial,,herb,,,0.75 m,0.75 m,,,,,,alternate,linear,,,,,,3 cm,3 cm,,,,,,,,,,,,free,blue,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,brown,,,,,,5 mm,5 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000363378
Linum stocksianum,perennial,,herb,,,0.75 m,0.75 m,,,,,,alternate,linear,,,,,,3 cm,3 cm,,,,,,,,,,,,free,blue,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,brown,,,,,,5 mm,5 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000363351
Linum trigynum,,,shrub,,,1 m,1 m,,,,,,,"lanceolate, elliptic, oblong",mucronate,,"serrate, entire",0.8 cm,3 cm,3 cm,8.5 cm,,,,,,,,,,yellow,,free,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,globose,,,,,,,,5 mm,6 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-1200011049
Linum usitatissimum,annual,,herb,,,,,,,,,,alternate,"lanceolate, linear",,,,0.15 cm,0.3 cm,1 cm,3.5 cm,,,,,,,,,,blue,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,"globose, ellipsoid",brown,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000366385
Liparis rostrata,perennial,,,,,0.05 m,0.20 m,,,,,,opposite,"oblong, elliptic, ovate","acute, obtuse",,,3 cm,5 cm,7 cm,10 cm,,,,,,,,,,,,,purple,,,,,,,,,,"lilac, green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000228497
