taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Chrysolepis sempervirens,,,"shrub, tree/shrub",rhizomatous,,,,glabrous,,,,,,"spatulate, oblong, oblanceolate","obtuse, acute",,entire,7.5 cm,7.5 cm,1.0 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellowish,,,,,,,8 mm,13 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000853763
Chrysopsis delaneyi,perennial,,suffrutex,,,0.60 m,1.50 m,"hirsute, woolly, hairy, glandular, hairs absent",,,lobed,"lobed, sessile",,"oblanceolate, spatulate, linear, lanceolate, elliptic, oblong","mucronate, truncate, acute, attenuate","cuneate, truncate, auriculate, attenuate","denticulate, serrate, entire",0.7 cm,2.6 cm,3.0 cm,11.0 cm,,,"panicle, corymb",,,,,,,,,,,,,,,,,0.55 cm,0.55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000065558
Chrysopsis floridana,perennial,,shrub,,,0.30 m,0.70 m,"woolly, hairy, glandular, hairs absent, ciliate, tomentose",,,,appressed,,"spatulate, oblanceolate, obovate",,"cuneate, auriculate","dentate, entire, undulate",1.5 cm,2.5 cm,4.0 cm,10.0 cm,,,panicle,,,,,,,,,,,,,,,,,0.6 cm,0.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000080915
Chrysopsis godfreyi,"annual, perennial, biennials",,,,,0.20 m,0.50 m,"glabrous, glandular, woolly, hairs absent",,,,sessile,,"spatulate, oblanceolate, ovate, lanceolate","obtuse, acute",,"dentate, serrate, entire",0.6 cm,1.7 cm,1.8 cm,3.4 cm,,,"panicle, corymb",,,,,,,,,,,,,,,,,0.6 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000036462
Chrysopsis gossypina,"annual, perennial, biennials",,,,,0.20 m,0.70 m,"glabrous, woolly, hairs absent, glabrescent, ciliate",,,,sessile,,"oblanceolate, spatulate, linear, lanceolate, elliptic, oblong","mucronate, obtuse, acute",,"dentate, entire, ciliate",1 cm,3 cm,3 cm,10 cm,,,corymb,,,,,,,,,,,,,,,,,0.75 cm,0.75 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000033021
Chrysopsis highlandsensis,perennial,,,,,0.30 m,1.10 m,"glabrous, woolly, glandular, hairs absent, pubescent, ciliate",,,,"appressed, sessile",,"oblanceolate, obovate, spatulate, orbicular, lanceolate, ovate, rounded, elliptic, oblong","obtuse, acute, mucronate, truncate, attenuate","cuneate, auriculate, rounded, truncate, attenuate","denticulate, entire, serrate, undulate",1.5 cm,3.0 cm,3.5 cm,15.0 cm,,,"panicle, corymb",,,,,,,,,,,,,,,,,0.45 cm,0.55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000025704
Chrysopsis lanuginosa,"annual, perennial, biennials",,,,,0.40 m,1.00 m,"glandular, woolly, hairs absent",,,,sessile,,"spatulate, oblanceolate, lanceolate",,,entire,0.6 cm,1.5 cm,3.0 cm,8.0 cm,,,panicle,,,,,,,,,,,,,,,,,0.5 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000063441
Chrysopsis latisquamea,"annual, perennial, biennials",,,,,0.40 m,0.70 m,"glandular, woolly, hairs absent",,,,,,"spatulate, elliptic, oblanceolate, ovate","mucronate, obtuse",,entire,1.0 cm,2.0 cm,4.0 cm,8.0 cm,,,corymb,,,,,,,,,,,,,,,,,0.65 cm,0.85 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000010696
Chrysopsis linearifolia,"annual, perennial, biennials",,,,,0.30 m,2.00 m,"glabrous, woolly, hairs absent",,,,flat,,"oblanceolate, spatulate, linear, orbicular, lanceolate, rounded, oblong",acute,rounded,"flat, entire, undulate",0.1 cm,0.7 cm,1.5 cm,7.0 cm,,,"panicle, corymb",,,,,,,,,,,,,,,,,0.5 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000029924
Chrysopsis mariana,"annual, perennial, biennials",,,,,0.20 m,0.90 m,"sericeous, glabrescent, ciliate, glabrous",,,,sessile,,"oblanceolate, spatulate, lanceolate, elliptic, oblong","obtuse, acute, attenuate",attenuate,"dentate, entire, ciliate",0.4 cm,4.0 cm,1.5 cm,25.0 cm,,,,,,,,,,,,,,,,,,,,0.5 cm,0.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 8, 16, 24, 32",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000067143
Chrysopsis scabrella,"annual, biennials",,,,,0.40 m,1.00 m,"glabrous, woolly, hairy, bristly, glandular, hairs absent",,,,sessile,,"oblanceolate, obovate, spatulate, linear, lanceolate, elliptic","obtuse, acute",,"dentate, serrate",1.0 cm,2.0 cm,4.0 cm,10.0 cm,,,corymb,,,,,,,,,,,,,,,,,0.5 cm,0.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000097680
Chrysopsis subulata,"annual, perennial, biennials",,,,,0.20 m,0.70 m,"pubescent, woolly, ciliate, hairs absent",,,,,,"oblanceolate, spatulate, linear, orbicular, lanceolate, rounded",acute,rounded,"entire, ciliate, undulate",0.4 cm,1.0 cm,5.0 cm,10.0 cm,,,corymb,,,,,,,,,,,,,,,,,0.5 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000031397
Chrysosplenium americanum,,,,,,,,glabrous,,,simple,,"opposite, alternate","orbicular, flabellate, ovate, cordate",attenuate,"cordate, attenuate",,0.2 cm,2.0 cm,0.25 cm,1.5 cm,"spotted, green, purple",,,,,,,,,"spotted, green, purple",,,,,,,,,,,,,,,,,,,,4.0,,,0.05 cm,0.09 cm,,,,,,,,,,,,,brown,6.0,16.0,16.0,,,0.5 mm,0.8 mm,,,,"2n = 18, 24",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000603909
Chrysosplenium glechomifolium,,,,,,,,glabrous,,,,,"opposite, alternate","flabellate, ovate",truncate,"truncate, cuneate",dentate,0.3 cm,1.6 cm,0.5 cm,2.0 cm,"spotted, green, purple",,,,,,,,,"spotted, green, purple",erect,,,,,,,,,,,,,,,,,,,8.0,,,0.04 cm,0.08 cm,,,,,,,,,,,,,brown,10.0,20.0,20.0,,,0.7 mm,1 mm,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000603977
Chrysosplenium iowense,,,,,,,,"glabrous, villouse, hairy, villous, ciliate",,,,,alternate,"flabellate, reniform, ovate, cordate",,"cuneate, cordate","crenate, ciliate",0.9 cm,2.3 cm,0.6 cm,1.7 cm,"spotted, greenish, yellow, purple",,,,,,,,campanulate,"spotted, greenish, yellow, purple",,,,,,,,,,,,,,,,,,,,,,,0.06 cm,0.07 cm,,,,,,,,,,,,,"reddish, brown",,,,,,,,,,,2n =,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000603996
Chrysosplenium rosendahlii,,,,,,,,"glabrous, villouse, hairy, villous, ciliate",,,,,alternate,"flabellate, cordate, ovate, elliptic, reniform",truncate,"truncate, cordate","crenate, ciliate",0.35 cm,0.7 cm,0.3 cm,0.5 cm,"spotted, greenish, yellow, purple",,,,,,,,campanulate,"yellowish, green, purple, spotted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"reddish, brown",7.0,26.0,26.0,,,0.8 mm,1.1 mm,,,,2n = 96.,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604086
Chrysosplenium tetrandrum,,,,,,,,"glabrous, villouse, hairy, villous, ciliate",,,,,alternate,"flabellate, orbicular, cordate, ovate, reniform",truncate,"truncate, cuneate, cordate","crenate, ciliate",0.4 cm,1.3 cm,0.3 cm,0.9 cm,"spotted, green, purple",,,,,,,,campanulate,"yellow, green, spotted, greenish, purple",,,,,,,,,,,,,,,,,,,,,,,0.03 cm,0.04 cm,,,,,,,,,,,,,"reddish, brown",,,,,,0.5 mm,0.8 mm,,,,2n = 24,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604110
Chrysosplenium wrightii,,,,,,,,"glabrous, villouse, hairy, villous, ciliate",,,,,alternate,"flabellate, reniform, ovate, cordate",truncate,"truncate, cuneate, cordate","crenate, ciliate",0.45 cm,1.9 cm,0.35 cm,1.2 cm,"yellow, green, spotted, greenish, purple",,,,,,,,,"yellow, green, spotted, greenish, purple",,,,,,,,,,,,,,,,,,,,8.0,,,0.07 cm,0.09 cm,,,,,,,,,,,,,"reddish, brown",2.0,12.0,12.0,,,0.8 mm,1.3 mm,,,,2n = 24,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604127
Chrysothamnus depressus,,,"shrub, tree/shrub",,,0.10 m,0.50 m,"glabrous, pubescent, glandular",,,,flat,,"linear, spatulate, oblanceolate, oblong","acute, apiculate",,flat,0.15 cm,0.7 cm,0.7 cm,3.0 cm,,,cyme,,,,,,,,,,,,,,,,,0.7 cm,1.1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000045119
Chrysothamnus eremobius,,,"shrub, tree/shrub",,,0.10 m,0.30 m,glabrous,,,,flat,,"spatulate, elliptic, oblanceolate, obovate",acute,,flat,0.7 cm,2.5 cm,2.0 cm,8.0 cm,,,cyme,,,,,,,,,,,,,,,,,0.4 cm,0.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000067671
Chrysothamnus greenei,,,"shrub, tree/shrub",,,0.10 m,0.50 m,"glabrous, hirsute",,,,flat,,"linear, fukufirn","acute, apiculate",,flat,0.05 cm,0.2 cm,1.0 cm,4.0 cm,,,cyme,,,,,,,,,,,,,,,,,0.37 cm,0.55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000002602
Chrysothamnus humilis,,,"shrub, tree/shrub",,,0.10 m,0.30 m,"pubescent, glandular",,,,flat,,"spatulate, elliptic, oblanceolate","acute, apiculate",,flat,0.07 cm,0.12 cm,1.0 cm,3.0 cm,,,cyme,,,,,,,,,,,,,,,,,0.55 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000022738
Chrysothamnus molestus,,,"shrub, tree/shrub",,,0.08 m,0.20 m,"pubescent, glandular",,,,,,"linear, elliptic","apiculate, acute",,,0.07 cm,0.15 cm,0.7 cm,2.0 cm,,,"cyme, raceme",,,,,,,,,,,,,,,,,0.55 cm,0.75 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000020480
Chrysothamnus scopulorum,,,"shrub, tree/shrub",,,0.30 m,1.00 m,"glabrous, spinulose, cilioate",spinulate,,,flat,,"linear, elliptic, lanceolate",attenuate,attenuate,flat,0.1 cm,1.2 cm,0.7 cm,8.0 cm,,,"cyme, raceme, corymb",,,,,,,,,,,,,,,,,0.55 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000128444
Chrysothamnus stylosus,,,shrub,,,0.40 m,1.20 m,"glabrous, spinulose",spinulate,,,,,"linear, elliptic, falcate, lanceolate","mucronate, acute",,undulate,0.1 cm,0.9 cm,0.6 cm,6.0 cm,,,cyme,,,,,,,,,,,,,,,,,0.6 cm,0.85 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000042337
Chrysothamnus vaseyi,,,"shrub, tree/shrub",,,0.10 m,0.30 m,"glabrous, pubescent",,,,flat,,"linear, spatulate, oblanceolate","acute, apiculate",,flat,0.1 cm,0.25 cm,1.0 cm,4.0 cm,,,cyme,,,,,,,,,,,,,,,,,0.45 cm,0.65 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000082485
Chrysothamnus viscidiflorus,,,"shrub, tree/shrub",,,0.10 m,1.20 m,"glabrous, pubescent, ciliate",,,,flat,,"linear, lanceolate","acute, apiculate",,"flat, ciliate, undulate",0.05 cm,1.0 cm,1.0 cm,7.5 cm,,,cyme,,,,,,,,,,,,,,,,,0.35 cm,0.65 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000062835
Chylismia arenaria,"perennial, annual",,herb,,,,,"villous, pubescent, glandular, villouse",,,,,,"deltate, cordate",,cordate,dentate,2.5 cm,6 cm,2.5 cm,6 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,,,,,,,0.5 mm,0.7 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604239
Chylismia atwoodii,annual,,herb,,,,,"pubescent, glandular",,,,,,"elliptic, ovate",,,"serrulate, serrate, denticulate",0.8 cm,5.5 cm,1.2 cm,7.6 cm,,,,,,,,,,,,,purple,,,,,,,,,,,,,,,,,,,,0.15 cm,0.2 cm,,,,,,,,,,,,,,,,,,,1.5 mm,1.8 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000508766
Chylismia brevipes,annual,,herb,,,,,"bristly, villous, villouse",,,,,,,,,,1.5 cm,3.5 cm,6 cm,14 cm,,,,,,,,,,,,,"yellow, red, reddish, orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,,,,,,,1 mm,1.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604241
Chylismia cardiophylla,"perennial, annual",,herb,,,,,"villous, pubescent, glandular, villouse",,,,,,ovate,,,dentate,2.3 cm,5.5 cm,2.5 cm,7.5 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,,,,,,,0.5 mm,0.7 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604243
Chylismia claviformis,annual,,herb,,,,,"bristly, villous, glandular, pubescent, glabrous, villouse",,,lobed,lobed,,"elliptic, lanceolate, ovate, cordate",,cordate,"sinuate, serrate, dentate",0.2 cm,4.5 cm,0.8 cm,9 cm,,,,,,,,,,,,,"purple, orange, white, yellow, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6 mm,1.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604244
Chylismia confertiflora,annual,,herb,,,,,"bristly, villous, glandular, pubescent, villouse",,,lobed,lobed,,"spatulate, oblanceolate, ovate",,,dentate,1 cm,2.5 cm,2.5 cm,5 cm,,,,,,,,,,,,,"yellow, lavender, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000508783
Chylismia eastwoodiae,annual,,herb,,,,,"villous, glandular, pubescent, glabrous, villouse",,succulent,lobed,lobed,,"spatulate, oblanceolate, cordate",,cordate,"entire, denticulate",0.4 cm,3 cm,0.8 cm,7.5 cm,,,,,,,,,,,,,"yellow, red, yellowish, orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2 mm,1.7 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000508784
Chylismia exilis,annual,,herb,,,,,"villouse, pubescent, villous, glandular",,,,,,"elliptic, ovate",,,"entire, denticulate",0.3 cm,1 cm,0.3 cm,2 cm,,,,,,,,,,,,,"yellow, lavender",,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.8 mm,0.8 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000508785
Chylismia heterochroma,annual,,herb,,,,,"pubescent, glabrous, glandular",,,,,,"ovate, cordate",,cordate,"sinuate, dentate",1.4 cm,5 cm,2 cm,11.5 cm,,,,,,,,,,,,,"yellow, lavender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,1.2 mm,,,,2n = 14.,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604246
Chylismia megalantha,annual,,herb,,,,,"pubescent, glandular",,,,,,"ovate, cordate",,cordate,"sinuate, dentate",7 cm,7 cm,2.4 cm,8 cm,,,,,,,,,,,,,"purplish, white, lavender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,1.3 mm,,,,2n = 14.,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000508786
Chylismia munzii,annual,,herb,,,,,bristly,,,,,,,,,,0.5 cm,3 cm,1.5 cm,20 cm,,,,,,,,,,,,,"yellow, red, yellowish, orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8 mm,1.6 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000508787
Chylismia parryi,annual,,herb,,,,,"villous, glabrous, villouse",,,"simple, lobed",lobed,,"elliptic, ovate",,,denticulate,,,,,,,,,,,,,,,,,"yellow, red, yellowish, orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7 mm,1.2 mm,,,,2n = 14.,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604250
Chylismia scapoidea,annual,,herb,,,,,"bristly, villous, glandular, pubescent, villouse",,,,,,,,,,0.5 cm,3.5 cm,1 cm,18 cm,,,,,,,,,,,,,"yellow, red, yellowish, orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,2 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604255
Chylismia specicola,perennial,,herb,,,,,"villous, glabrous, villouse",,,lobed,lobed,,"elliptic, ovate",,,serrate,0.3 cm,1.5 cm,0.4 cm,2.5 cm,,,,,,,,,,,,,"yellow, lavender, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,,,,,,,0.6 mm,1 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000508792
Chylismia walkeri,"perennial, annual",,herb,,,,,"villous, glandular, pubescent, glabrous, hairy, villouse",,,lobed,lobed,,"ovate, oblong, cordate",,cordate,serrate,0.5 cm,3.2 cm,1 cm,5 cm,,,,,,,,,,,,,"yellow, lavender, orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,,,,,,,0.6 mm,1.2 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604261
Chylismiella pterosperma,,,herb,,,,,"hirsute, pubescent, glandular",,,,,,"spatulate, oblanceolate, lanceolate",,,,0.1 cm,0.6 cm,0.3 cm,3 cm,,,,,,,,,,,,,"white, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6 mm,0.8 mm,1 mm,1.5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000508795
Cicendia quadrangularis,,,herb,,,0.01 m,0.09 m,,,,,sheathing,,"oblanceolate, obovate, spatulate, oblong, elliptic","acute, obtuse",,,0.05 cm,0.2 cm,0.35 cm,0.7 cm,,,,,,,,,,,,,,,,,,,,0.3 cm,1.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 26,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604355
Cienfuegosia drummondii,,,erect leafy,,,,,glabrous,,,,,,"elliptic, lanceolate, ovate, setiform",acute,,serrate,5 cm,10 cm,0.1 cm,0.8 cm,,,,,,,,,,,,,,,,,,,red,1.5 cm,3.5 cm,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,brownish,,,,,,3 mm,4 mm,,,,2n = 20,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604620
Cinnamomum camphora,,,tree,,,,,glabrous,,,,,alternate,"orbicular, elliptic, rounded, ovate",acute,"cuneate, rounded",,3 cm,5 cm,7 cm,12 cm,,,,,,,,,,"white, greenish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000604955
Circaea alpina,,,herb,,,,,"hairy, pubescent, glabrous, glandular",,,,,,"orbicular, ovate",,,,1.5 cm,8 cm,1.5 cm,11 cm,,,,,,,,,,,,,white,0.06 cm,0.18 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000605592
Cirsium altissimum,"biennials, annual, perennial",,,,,0.50 m,4.00 m,"villous, pubescent, glabrous, tomentose, villouse",spinescent,,,"pinnatipartite, flat",,"elliptic, spatulate, oblanceolate, ovate",acute,,flat,1 cm,13 cm,10 cm,40 cm,,,"corymb, panicle",,,,,,,,,,,,,,,,"pink, white, purple",2.0 cm,3.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000023754
Cirsium andersonii,"perennial, annual",,erect leafy,,,0.15 m,1.00 m,"pubescent, glabrous, tomentose",spinescent,,,,,elliptic,"acute, obtuse",,dentate,4 cm,8 cm,8 cm,35 cm,,,"raceme, corymb",,,,,,,,,,,,,,,,"purple, red, reddish",3.0 cm,4.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,"2n = 32, 64",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000077299
Cirsium andrewsii,"biennials, annual, perennial",,,,,0.60 m,2.00 m,"glabrous, tomentose",spinescent,,,pinnatipartite,,"elliptic, ovate, oblong","acute, obtuse",,,10 cm,20 cm,30 cm,75 cm,,,corymb,,,,,,,,,,,,,,,,"purple, reddish",1.7 cm,2.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,2n = 32,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000071743
Cirsium arizonicum,perennial,,,,,0.30 m,1.50 m,"spinulose, villous, pubescent, glabrous, tomentose, villouse","spinescent, spinulate",,lobed,lobed,,"elliptic, linear, ovate",acuminate,,,1 cm,13 cm,3 cm,40 cm,,,"corymb, panicle",,,,,,,,,,,,,,,,"purple, white, lavender, pink, red",2.5 cm,3.1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,"2n = 30, 32, 34",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000024584
Cirsium arvense,perennial,,scrambler,,,0.30 m,2.00 m,"spinulose, glabrous, tomentose","spinescent, spinulate",,lobed,"lobed, pinnatipartite",,"elliptic, ovate, oblong",acute,,"entire, revolute, dentate",1 cm,6 cm,3 cm,30 cm,,,"corymb, panicle",,,,,,,,,,,,,,,,"white, pink, purple",,,,,,,,,,dioecious,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000006870
Cirsium barnebyi,perennial,,,,,0.30 m,0.50 m,tomentose,spinescent,,lobed,lobed,,"elliptic, lanceolate",acute,,"undulate, dentate, spinose",2 cm,7 cm,10 cm,35 cm,,,"corymb, clustered",,,,,,,,,,,,,,,,"pink, lavender, purple",1.8 cm,2.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000024369
Cirsium brevifolium,perennial,,,,,0.25 m,1.20 m,"spinulose, glabrous, tomentose","spinescent, spinulate",,lobed,"lobed, pinnatipartite",,"ovate, oblanceolate, spatulate, elliptic, linear",acute,,"revolute, dentate",2 cm,10 cm,15 cm,45 cm,,,"corymb, panicle",,,,,,,,,,,,,,,,"white, lavender",2.2 cm,2.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,"2n = 22, 26",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000006784
Cirsium brevistylum,"biennials, annual",,,,,0.20 m,3.50 m,spinulose,"spinescent, spinulate",,lobed,"lobed, pinnatipartite, flat",,"spatulate, elliptic, oblanceolate, oblong",acute,,"undulate, dentate, flat",2 cm,10 cm,15 cm,35 cm,,,"corymb, clustered",,,,,,,,,,,,,,,,"white, purple, pink",2.0 cm,2.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000001281
